#thise are the data exported without any corrections
token	lemma	pos	morph	Dis	treated
in	in	PRE	MORPH=empty	_	in
adiutorium	adiutorium	NOMcom	Case=Acc|Numb=Sing	_	adiutorium
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ad	ad2	PRE	MORPH=empty	2	ad
eum	is	PROdem	Case=Acc|Numb=Sing|Gend=Masc	_	eum
,	,	PUNC	MORPH=empty	_	--IGN.--
tanquam	tamquam2	CONsub	MORPH=empty	1	tanquam
suum	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=MascNeut	_	suum
propriúmque	proprius	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	_	propriumque
{propriúmque}	que	CON	MORPH=empty	_	propriumque
finem	finis	NOMcom	Case=Acc|Numb=Sing	_	finem
respiceret	respicio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	_	respiceret
.	.	PUNC	MORPH=empty	_	--IGN.--
Quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut	1	Quae
autem	autem	CONcoo	MORPH=empty	_	autem
ad	ad2	PRE	MORPH=empty	2	ad
finem	finis	NOMcom	Case=Acc|Numb=Sing	_	finem
aliquem	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Masc	_	aliquem
destinantur	destino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	destinantur
illíq	ille	PROdem	Case=Nom|Gend=Masc	_	illiq
;	;	PUNC	MORPH=empty	_	--IGN.--
subseruiunt	subseruio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	subseruiunt
,	,	PUNC	MORPH=empty	_	--IGN.--
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut	_	eo
fine	finis	NOMcom	Case=Abl|Numb=Sing	_	fine
minora	paruus2	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Comp	2	minora
,	,	PUNC	MORPH=empty	_	--IGN.--
inferiora	inferus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Comp	_	inferiora
,	,	PUNC	MORPH=empty	_	--IGN.--
ac	ac1	CONcoo	MORPH=empty	1	ac
illi	ille	PROdem	Case=Nom|Numb=Sing|Gend=Com	_	illi
subiecta	subicio	VER	Case=Nom|Numb=Plur|Gend=Neut	3	subiecta
.	.	PUNC	MORPH=empty	_	--IGN.--
Id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut	_	Id
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	quod
verum	uerus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	_	uerum
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	1	esse
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	_	ratio
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem	_	omnis
et	et2	CONcoo	MORPH=empty	2	et
naturalis	naturalis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos	_	naturalis
et	et2	CONcoo	MORPH=empty	2	et
Philosophica	philosophicus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	_	Philosophica
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	docet
.	.	PUNC	MORPH=empty	_	--IGN.--
Nam	nam	CONcoo	MORPH=empty	_	Nam
alioquin	alioqui	ADV	Deg=Pos	_	alioquin
à	ab	PRE	MORPH=empty	_	a
solo	solum1	NOMcom	Case=Abl|Numb=Sing|Gend=MascNeut	1	solo
natiuitatis	natiuitas	NOMcom	Case=Gen|Numb=Sing	_	natiuitatis
et	et2	CONcoo	MORPH=empty	2	et
productionis	productio	NOMcom	Case=Gen|Numb=Sing	_	productionis
tempore	tempus1	NOMcom	Case=Abl|Numb=Sing	1	tempore
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	_	ordine
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	_	ratio
ducta	duco	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	ducta
nihil	nihil	PROind	Case=Ind	_	nihil
efficit	efficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	efficit
et	et2	CONcoo	MORPH=empty	2	et
concludit	concludo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	concludit
.	.	PUNC	MORPH=empty	_	--IGN.--
Pisces	piscis	NOMcom	Case=Nom|Numb=Plur	_	Pisces
enim	enim2	CONcoo	MORPH=empty	2	enim
herbæ	herba	NOMcom	Case=Nom|Numb=Plur	_	herbae
,	,	PUNC	MORPH=empty	_	--IGN.--
sydera	sydera	NOMcom	Case=Nom|Numb=Sing	_	sydera
et	et2	CONcoo	MORPH=empty	2	et
reliquæ	reliquus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos	_	reliquae
omnes	omnis	PROind	Case=Nom|Numb=Plur|Gend=Fem	_	omnes
creaturæ	creatura	NOMcom	Case=Nom|Numb=Plur	_	creaturae
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
homini	homo	NOMcom	Case=Dat|Numb=Sing	_	homini
subiiciuntur	subiicio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	subiiciuntur
ex	ex	PRE	MORPH=empty	_	ex
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
præcepto	praeceptum	NOMcom	Case=Abl|Numb=Sing	_	praecepto
Psal	psal	NOMpro	Case=Nom	_	Psal
.	.	PUNC	MORPH=empty	_	--IGN.--
8	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
pręferendæ	prefero	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Adj|Voice=Pass	_	preferendae
tamen	tamen	ADV	Deg=Pos	_	tamen
homini	homo	NOMcom	Case=Dat|Numb=Sing	_	homini
essent	sum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	1	essent
contra	contra2	PRE	MORPH=empty	2	contra
mentem	mens	NOMcom	Case=Acc|Numb=Sing	_	mentem
et	et2	CONcoo	MORPH=empty	2	et
Christi	Christus	NOMpro	Case=Gen|Numb=Sing	_	Christi
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing	_	Pauli
.	.	PUNC	MORPH=empty	_	--IGN.--
Omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut	_	Omnia
enim	enim2	CONcoo	MORPH=empty	2	enim
propter	propter2	PRE	MORPH=empty	2	propter
hominem	homo	NOMcom	Case=Acc|Numb=Sing	_	hominem
facta	facio	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass	_	facta
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	2	sunt
,	,	PUNC	MORPH=empty	_	--IGN.--
etiam	etiam	ADV	Deg=Pos	_	etiam
Sabbatum	Sabbatum	NOMcom	Case=Nom|Numb=Sing	_	Sabbatum
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Masc	_	ipsum
:	:	PUNC	MORPH=empty	_	--IGN.--
non	non	ADVneg	MORPH=empty	_	non
autem	autem	CONcoo	MORPH=empty	_	autem
homo	homo	NOMcom	Case=Nom|Numb=Sing	_	homo
propter	propter2	PRE	MORPH=empty	2	propter
Sabbatum	Sabbatum	NOMpro	Case=Acc|Numb=Sing	_	Sabbatum
.	.	PUNC	MORPH=empty	_	--IGN.--
14	3	ADJcar	MORPH=empty	_	3
Et	et2	CONcoo	MORPH=empty	2	Et
Adam	Adam	NOMpro	Case=Ind|Numb=Sing	_	Adam
non	non	ADVneg	MORPH=empty	_	non
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	fuit
seductus	seduco	VER	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass	_	seductus
:	:	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
mulier	mulier	NOMcom	Case=Nom|Numb=Sing	_	mulier
seducta	seduco	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	seducta
,	,	PUNC	MORPH=empty	_	--IGN.--
causa	causa	NOMcom	Case=Nom|Numb=Sing	_	causa
transgressionis	transgressio	NOMcom	Case=Gen|Numb=Sing	_	transgressionis
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	fuit
.	.	PUNC	MORPH=empty	_	--IGN.--
Alterum	alter	PROind	Case=Nom|Numb=Sing|Gend=Neut	_	Alterum
argumentum	argumentum	NOMcom	Case=Nom|Numb=Sing	_	argumentum
à	ab	PRE	MORPH=empty	_	a
causa	causa	NOMcom	Case=Abl|Numb=Sing	_	causa
tum	tum	ADV	Deg=Pos	_	tum
efficiente	efficio	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act	_	efficiente
,	,	PUNC	MORPH=empty	_	--IGN.--
tum	tum	ADV	Deg=Pos	_	tum
incurrente	incurro	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act	_	incurrente
sumptum	sumo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	_	sumptum
.	.	PUNC	MORPH=empty	_	--IGN.--
Efficiens	efficio	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act	2	Efficiens
igitur	igitur	CONcoo	MORPH=empty	_	igitur
causa	causa	NOMcom	Case=Nom|Numb=Sing	_	causa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
præceptum	praeceptum	NOMcom	Case=Nom|Numb=Sing	_	praeceptum
et	et2	CONcoo	MORPH=empty	2	et
voluntas	uoluntas	NOMcom	Case=Nom|Numb=Sing	_	uoluntas
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem	_	eam
mulieri	mulier	NOMcom	Case=Dat|Numb=Sing	_	mulieri
pœnam	poena	NOMcom	Case=Acc|Numb=Sing	_	poenam
inflixit	infligo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	inflixit
.	.	PUNC	MORPH=empty	_	--IGN.--
Incurrens	incurro	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act	_	Incurrens
autem	autem	CONcoo	MORPH=empty	_	autem
,	,	PUNC	MORPH=empty	_	--IGN.--
transgressio	transgressio	NOMcom	Case=Nom|Numb=Sing	_	transgressio
mulieris	mulier	NOMcom	Case=Gen|Numb=Sing	_	mulieris
,	,	PUNC	MORPH=empty	_	--IGN.--
propter	propter2	PRE	MORPH=empty	2	propter
quam	qui1	PROint	Case=Acc|Numb=Sing|Gend=Fem	1	quam
talem	talis	PROdem	Case=Acc|Numb=Sing|Gend=MascFem	_	talem
pœnam	poena	NOMcom	Case=Acc|Numb=Sing	_	poenam
merita	meritum	VER	Case=Nom|Numb=Sing|Gend=Fem	_	merita
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
et	et2	CONcoo	MORPH=empty	2	et
huic	hic1	PROdem	Case=Dat|Numb=Sing|Gend=Com	1	huic
seruituti	seruitus	NOMcom	Case=Dat|Numb=Sing	_	seruituti
et	et2	CONcoo	MORPH=empty	2	et
subiectioni	subiectio	NOMcom	Case=Dat|Numb=Sing	_	subiectioni
addicta	addico2	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	2	addicta
.	.	PUNC	MORPH=empty	_	--IGN.--
Æquum	aequus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos	_	AEquum
enim	enim2	CONcoo	MORPH=empty	2	enim
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	fuit
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut	1	quae
seipsam	seipio	NOMcom	Case=Acc|Numb=Sing	_	seipsam
regere	rego	VER	Mood=Inf|Tense=Pres|Voice=Act	_	regere
non	non	ADVneg	MORPH=empty	_	non
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	potuit
,	,	PUNC	MORPH=empty	_	--IGN.--
alterius	alter	PROind	Case=Gen|Numb=Sing|Gend=Com	_	alterius
consilio	consilium	NOMcom	Case=Abl|Numb=Sing	_	consilio
et	et2	CONcoo	MORPH=empty	2	et
imperio	imperium	NOMcom	Case=Abl|Numb=Sing	_	imperio
regenda	rego	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass	_	regenda
subiiceretur	subicio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	2	subiiceretur
à	ab	PRE	MORPH=empty	_	a
Deo	deus	NOMcom	Case=Abl|Numb=Sing	_	Deo
.	.	PUNC	MORPH=empty	_	--IGN.--
Est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	Est
autem	autem	CONcoo	MORPH=empty	_	autem
subiecta	subicio	VER	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	subiecta
viri	uir	NOMcom	Case=Gen|Numb=Sing	_	uiri
imperio	imperium	NOMcom	Case=Dat|Numb=Sing	_	imperio
et	et2	CONcoo	MORPH=empty	2	et
potestati	potestas	NOMcom	Case=Dat|Numb=Sing	_	potestati
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut1	ADVrel	MORPH=empty	1	ut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
Genes	genes	NOMcom	Case=Nom|Numb=Plur	_	Genes
.	.	PUNC	MORPH=empty	_	--IGN.--
3	3	ADJcar	MORPH=empty	_	3
.	.	PUNC	MORPH=empty	_	--IGN.--
Quanquam	quamquam2	CONsub	MORPH=empty	2	Quanquam
autem	autem	CONcoo	MORPH=empty	_	autem
illud	ille	PROdem	Case=Nom|Numb=Sing|Gend=Neut	_	illud
Mosis	Moses	NOMpro	Case=Nom|Numb=Sing	_	Mosis
propriè	proprie	ADV	Deg=Pos	_	proprie
pertinet	pertineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	pertinet
ad	ad2	PRE	MORPH=empty	2	ad
virum	uir	NOMcom	Case=Acc|Numb=Sing	_	uirum
et	et2	CONcoo	MORPH=empty	2	et
mulierem	mulier	NOMcom	Case=Acc|Numb=Sing	_	mulierem
coniuges	coniux	NOMcom	Case=Nom|Numb=Plur	_	coniuges
inter	inter	PRE	MORPH=empty	_	inter
se	sui1	PROref	Case=Acc|Numb=Sing	1	se
:	:	PUNC	MORPH=empty	_	--IGN.--
non	non	ADVneg	MORPH=empty	_	non
autem	autem	CONcoo	MORPH=empty	_	autem
vt	ut4	CONsub	MORPH=empty	4	ut
quilibet	quilibet	PROind	Case=Nom|Numb=Sing|Gend=Masc	_	quilibet
viri	uir	NOMcom	Case=Nom|Numb=Plur	_	uiri
in	in	PRE	MORPH=empty	_	in
quaslibet	quilibet	PROind	Case=Acc|Numb=Plur|Gend=Fem	_	quaslibet
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur	_	mulieres
imperium	imperium	NOMcom	Case=Acc|Numb=Sing	_	imperium
sibi	sui1	PROref	Case=Dat|Numb=Sing	1	sibi
arripiant	arripio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	arripiant
:	:	PUNC	MORPH=empty	_	--IGN.--
tamẽ	tame	ADV	Numb=Sing|Deg=Pos	_	tame
ex	ex	PRE	MORPH=empty	_	ex
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut	_	eo
intelligitur	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	_	intelligitur
,	,	PUNC	MORPH=empty	_	--IGN.--
in	in	PRE	MORPH=empty	_	in
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc	1	quem
gradum	gradus	NOMcom	Case=Acc|Numb=Sing	_	gradum
viri	uir	NOMcom	Case=Nom|Numb=Plur	_	uiri
supra	supra2	PRE	MORPH=empty	2	supra
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur	_	mulieres
euecti	eueho	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass	_	euecti
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	2	sint
à	ab	PRE	MORPH=empty	_	a
Deo	deus	NOMcom	Case=Abl|Numb=Sing	_	Deo
.	.	PUNC	MORPH=empty	_	--IGN.--
Propter	propter2	PRE	MORPH=empty	2	Propter
transgressionẽ	transgressio	NOMcom	Case=Abl|Numb=Sing	_	transgressione
autem	autem	CONcoo	MORPH=empty	_	autem
mulieris	mulier	NOMcom	Case=Gen|Numb=Sing	_	mulieris
facta	facio	VER	Case=Nom|Numb=Sing|Gend=Fem	_	facta
iam	iam	ADV	Deg=Pos	_	iam
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
durior	durus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp	_	durior
et	et2	CONcoo	MORPH=empty	2	et
seruilior	seruilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp	_	seruilior
mulieris	mulier	NOMcom	Case=Gen|Numb=Sing	_	mulieris
conditio	conditio	NOMcom	Case=Nom|Numb=Sing	_	conditio
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
ad	ad2	PRE	MORPH=empty	2	ad
virum	uir	NOMcom	Case=Acc|Numb=Sing	_	uirum
tantùm	tantum1	PROdem	Case=Acc|Numb=Sing|Deg=Pos	2	tantum
suum	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=MascNeut	_	suum
tanquam	tamquam1	ADVrel	MORPH=empty	1	tanquam
ad	ad2	PRE	MORPH=empty	2	ad
suum	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=MascNeut	_	suum
finem	finis	NOMcom	Case=Acc|Numb=Sing	_	finem
tunc	tunc	ADV	Deg=Pos	_	tunc
spectabat	specto	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	_	spectabat
.	.	PUNC	MORPH=empty	_	--IGN.--
Sed	sed	CONcoo	MORPH=empty	_	Sed
nũc	nuc	ADV	Deg=Pos	_	nuc
ærumna	aerumna	NOMcom	Case=Nom|Numb=Sing	_	aerumna
et	et2	CONcoo	MORPH=empty	2	et
iugum	iugum	NOMcom	Case=Nom|Numb=Sing	_	iugum
additum	addo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass	_	additum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
huic	hic1	PROdem	Case=Dat|Numb=Sing|Gend=Com	1	huic
seruituti	seruitus	NOMcom	Case=Dat|Numb=Sing	_	seruituti
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
prius	prius	ADJadv.ord	Deg=Comp	_	prius
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	1	erat
omnino	omnino	ADV	Deg=Pos	_	omnino
et	et2	CONcoo	MORPH=empty	2	et
liberalis	liberalis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos	_	liberalis
et	et2	CONcoo	MORPH=empty	2	et
voluntaria	uoluntarius	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	uoluntaria
.	.	PUNC	MORPH=empty	_	--IGN.--
Nũc	nuc	ADV	MORPH=empty	_	Nuc
enim	enim2	CONcoo	MORPH=empty	2	enim
dura	durus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	_	dura
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
etiam	etiam	ADV	Deg=Pos	_	etiam
cùm	cum3	CONsub	MORPH=empty	3	cum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
ad	ad2	PRE	MORPH=empty	2	ad
virum	uir	NOMcom	Case=Acc|Numb=Sing	_	uirum
et	et2	CONcoo	MORPH=empty	2	et
maritũ	maritus1	NOMcom	Case=Abl|Numb=Sing	1	maritu
proprium	proprius	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos	_	proprium
.	.	PUNC	MORPH=empty	_	--IGN.--
Ex	ex	PRE	MORPH=empty	_	Ex
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut	1	quo
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=Masc	_	ipso
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	apparet
Deum	deus	NOMcom	Case=Acc|Numb=Sing	_	Deum
et	et2	CONcoo	MORPH=empty	2	et
confirmasse	confirmo	VER	Mood=Inf|Tense=Perf|Voice=Act	_	confirmasse
priorem	prior	ADJord	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp	_	priorem
subiectionem	subiectio	NOMcom	Case=Acc|Numb=Sing	_	subiectionem
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem	_	eam
propter	propter2	PRE	MORPH=empty	2	propter
peccatum	peccatum	NOMcom	Case=Acc|Numb=Sing	_	peccatum
effecisse	efficio	VER	Mood=Inf|Tense=Perf|Voice=Act	_	effecisse
duriorem	durus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp	_	duriorem
et	et2	CONcoo	MORPH=empty	2	et
austeriorẽ	austerus	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Comp	_	austeriore
.	.	PUNC	MORPH=empty	_	--IGN.--
Valde	ualde	ADV	Deg=Pos	_	Ualde
autem	autem	CONcoo	MORPH=empty	_	autem
notandum	noto	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass	_	notandum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
quod	qui2	CONsub	MORPH=empty	2	quod
ex	ex	PRE	MORPH=empty	_	ex
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing	_	uerbo
sedacta	sedigo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	_	sedacta
colligit	colligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	3	colligit
Bernard	Bernardi	NOMpro	Case=Acc	_	Bernard
.	.	PUNC	MORPH=empty	_	--IGN.--
sermo	sermo	NOMcom	Case=Nom|Numb=Sing	_	sermo
.	.	PUNC	MORPH=empty	_	--IGN.--
de	de	PRE	MORPH=empty	_	de
Duplici	duplex	ADJmul	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos	_	Duplici
Baptis	baptus	VER	Case=Abl|Numb=Plur	_	Baptis
.	.	PUNC	MORPH=empty	_	--IGN.--
his	hic1	PROdem	Case=Abl|Numb=Plur|Gend=Com	1	his
verbis	uerbum	NOMcom	Case=Abl|Numb=Plur	_	uerbis
,	,	PUNC	MORPH=empty	_	--IGN.--
Serpens	serpens	NOMcom	Case=Nom|Numb=Sing	_	Serpens
ô	o	INJ	MORPH=empty	_	o
Eua	Eua	NOMpro	Case=Nom|Numb=Sing	_	Eua
decepit	decipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	decepit
te	tu	PROper	Case=Acc|Numb=Sing	_	te
,	,	PUNC	MORPH=empty	_	--IGN.--
non	non	ADVneg	MORPH=empty	_	non
impulit	impello	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	impulit
,	,	PUNC	MORPH=empty	_	--IGN.--
aut	aut	CONcoo	MORPH=empty	_	aut
coegit	cogo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	coegit
,	,	PUNC	MORPH=empty	_	--IGN.--
mulier	mulier	NOMcom	Case=Nom|Numb=Sing	_	mulier
tibi	tu	PROper	Case=Dat|Numb=Sing	_	tibi
,	,	PUNC	MORPH=empty	_	--IGN.--
ô	o	INJ	MORPH=empty	_	o
Adam	Adam	NOMpro	Case=Acc|Numb=Sing	_	Adam
de	de	PRE	MORPH=empty	_	de
ligno	lignum	NOMcom	Case=Abl|Numb=Sing	_	ligno
dedit	do	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	dedit
:	:	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
offerendo	offero	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	_	offerendo
,	,	PUNC	MORPH=empty	_	--IGN.--
non	non	ADVneg	MORPH=empty	_	non
vtique	utique	ADV	Deg=Pos	_	utique
violentiam	uiolentia	NOMcom	Case=Acc|Numb=Sing	_	uiolentiam
inferendo	infero	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	_	inferendo
.	.	PUNC	MORPH=empty	_	--IGN.--
Neque	neque	CONcoo	MORPH=empty	_	Neque
enim	enim2	CONcoo	MORPH=empty	2	enim
potestate	potestas	NOMcom	Case=Abl|Numb=Sing	_	potestate
illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	illius
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
tua	tuus	PROpos	Case=Abl|Numb=Sing|Gend=Fem	_	tua
voluntate	uoluntas	NOMcom	Case=Abl|Numb=Sing	_	uoluntate
factum	facio	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass	_	factum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	eius
voci	uox	NOMcom	Case=Dat|Numb=Sing	_	uoci
plus	multus	ADJqua	Numb=Sing|Gend=Neut|Deg=Comp	_	plus
obedieris	obedio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=2	2	obedieris
,	,	PUNC	MORPH=empty	_	--IGN.--
quàm	quam1	ADVrel	MORPH=empty	1	quam
diuinæ	diuinus2	ADJqua	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos	2	diuinae
.	.	PUNC	MORPH=empty	_	--IGN.--
